270	8	Konsultan Pajak Badan PMDN (Kontrak 1 Tahun) Omzet 5M s/d 15M	f	1500000	36	2343750	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Konsultan%20Pajak%20Badan%20PMDN%20(Kontrak%201%20Tahun)%20Omzet%205M%20s/d%2015M!	2025-11-14 07:01:31.42	2025-11-14 07:01:31.42
3	3	Landing Page Company Profile	t	1350000	30	1929000	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20pembuatan%20Website%20nih!%20	2025-11-06 06:37:46.969	2025-11-12 03:52:15.773
4	3	Company Profile Basic	t	3950000	30	5643000	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20pembuatan%20Website%20nih!%20	2025-11-06 06:37:48.409	2025-11-12 03:53:01.952
271	8	Konsultan Pajak Badan PMDN (Kontrak 1 Tahun) Omzet 15M s/d 25M	f	2000000	36	3125000	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Konsultan%20Pajak%20Badan%20PMDN%20(Kontrak%201%20Tahun)%20Omzet%2015M%20s/d%2025M!	2025-11-14 07:01:32.589	2025-11-14 07:01:32.589
5	3	Blog Static / Product Catalog	f	7000000	30	10000000	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20pembuatan%20Website%20nih!%20	2025-11-06 06:37:49.399	2025-11-06 06:37:49.399
272	8	Konsultan Pajak Badan PMDN (Kontrak 1 Tahun) Omzet 25M s/d 35M	f	2500000	36	3906250	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Konsultan%20Pajak%20Badan%20PMDN%20(Kontrak%201%20Tahun)%20Omzet%2025M%20s/d%2035M!	2025-11-14 07:01:34.158	2025-11-14 07:01:34.158
9	3	Custom Web Client Request	f	0	0	0	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20pembuatan%20Website%20nih!%20	2025-11-06 06:37:53.371	2025-11-06 06:37:53.371
273	8	Konsultan Pajak Badan PMDN (Kontrak 1 Tahun) Omzet 35M s/d 50M	f	3000000	36	4687500	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Konsultan%20Pajak%20Badan%20PMDN%20(Kontrak%201%20Tahun)%20Omzet%2035M%20s/d%2050M!	2025-11-14 07:01:35.298	2025-11-14 07:01:35.298
274	8	Konsultan Pajak Badan PMA (Kontrak 1 Tahun) Omzet Kurang dari 5M	f	1250000	36	1953125	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Konsultan%20Pajak%20Badan%20PMA%20(Kontrak%201%20Tahun)%20Omzet%20Kurang%20dari%205M!	2025-11-14 07:01:36.381	2025-11-14 07:01:36.381
275	8	Konsultan Pajak Badan PMA (Kontrak 1 Tahun) Omzet 5M s/d 15M	f	1750000	36	2734375	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Konsultan%20Pajak%20Badan%20PMA%20(Kontrak%201%20Tahun)%20Omzet%205M%20s/d%2015M!	2025-11-14 07:01:37.488	2025-11-14 07:01:37.488
276	8	Konsultan Pajak Badan PMA (Kontrak 1 Tahun) Omzet 15M s/d 25M	f	2250000	36	3515625	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Konsultan%20Pajak%20Badan%20PMA%20(Kontrak%201%20Tahun)%20Omzet%2015M%20s/d%2025M!	2025-11-14 07:01:38.701	2025-11-14 07:01:38.701
32	7	Paket Midlane	f	0	0	0	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Social%20Media%20Management%20nih!%20	2025-11-06 07:20:06.084	2025-11-13 05:59:10.614
31	7	Paket BotLane	f	0	0	0	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Social%20Media%20Management%20nih!%20	2025-11-06 07:20:04.627	2025-11-13 06:00:01.814
277	8	Konsultan Pajak Badan PMA (Kontrak 1 Tahun) Omzet 25M s/d 35M	f	2750000	36	4296875	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Konsultan%20Pajak%20Badan%20PMA%20(Kontrak%201%20Tahun)%20Omzet%2025M%20s/d%2035M!	2025-11-14 07:01:40.038	2025-11-14 07:01:40.038
33	7	Paket Jungler	f	0	0	0	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Social%20Media%20Management%20nih!%20	2025-11-06 07:20:07.207	2025-11-13 06:01:33.393
269	8	Konsultan Pajak Badan PMDN (Kontrak 1 Tahun) Omzet Kurang dari 5M	f	1000000	36	1562500	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Konsultan%20Pajak%20Badan%20PMDN%20(Kontrak%201%20Tahun)%20Omzet%20Kurang%20dari%205M!	2025-11-14 07:01:30.311	2025-11-14 07:01:30.311
278	8	Konsultan Pajak Badan PMA (Kontrak 1 Tahun) Omzet 35M s/d 50M	f	3250000	36	5078125	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Konsultan%20Pajak%20Badan%20PMA%20(Kontrak%201%20Tahun)%20Omzet%2035M%20s/d%2050M!	2025-11-14 07:01:41.155	2025-11-14 07:01:41.155
280	8	Pendaftaran Pajak Hiburan	f	500000	36	781250	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Pendaftaran%20Pajak%20Hiburan!	2025-11-14 07:01:43.067	2025-11-14 07:01:43.067
281	8	Pendaftaran Pajak Reklame	f	500000	36	781250	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Pendaftaran%20Pajak%20Reklame!	2025-11-14 07:01:43.871	2025-11-14 07:01:43.871
282	8	Restitusi Pajak Periode 1 Tahun	f	30000000	36	46875000	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Restitusi%20Pajak%20Periode%201%20Tahun!	2025-11-14 07:01:44.879	2025-11-14 07:01:44.879
283	8	Pendampingan Pajak SP2DK	f	1000000	36	1562500	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Pendampingan%20Pajak%20SP2DK!	2025-11-14 07:01:45.854	2025-11-14 07:01:45.854
7	3	Company Blog Website	t	0	30	0	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20pembuatan%20Website%20nih!%20	2025-11-06 06:37:51.392	2025-12-03 08:05:32.939
284	8	Brevet B & C (Kurang lebih 2.5 Bulan)	f	3000000	36	4687500	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Brevet%20B%20%26%20C!	2025-11-14 07:01:46.428	2025-11-14 07:01:46.428
267	8	Pelaporan SPT Masa Tahunan Badan Usaha (Nihil) 1 Tahun	f	500000	36	781000	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Pelaporan%20SPT%20Masa%20Tahunan%20Badan%20Usaha%20(Nihil)%201%20Tahun!	2025-11-14 07:01:27.969	2026-01-26 10:28:57.972
264	8	Pelaporan SPT Masa Tahunan Pribadi (Non Pegawai Nihil) 1 Tahun	f	100000	36	156000	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Pelaporan%20SPT%20Masa%20Tahunan%20Pribadi%20(Non%20Pegawai%20Nihil)%201%20Tahun!	2025-11-14 07:01:26.429	2026-01-26 09:19:53.202
266	8	Pelaporan SPT Masa Tahunan Pribadi (Pegawai) 1 Tahun	f	100000	36	156000	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Pelaporan%20SPT%20Masa%20Tahunan%20Pribadi%20(Pegawai)%201%20Tahun!	2025-11-14 07:01:27.526	2026-01-26 09:29:59.678
279	8	Pendaftaran Pajak Restoran (PB1) Badan/Perorangan	f	5000000	36	7813000	https://api.whatsapp.com/send?phone=628887127000&text=Halo!%20Saya%20mau%20konsultasi%20terkait%20Pendaftaran%20Pajak%20Restoran%20(PB1)%20Badan%2FPerorangan!	2025-11-14 07:01:42.256	2026-06-09 03:59:27.47
48	1	PT LENGKAP + PKP + WEBSITE COMPANY	f	7000000	36	10937500	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20	2025-11-11 09:15:21.718	2025-11-11 09:15:21.718
51	2	CV Dasar	t	3000000	36	4687500	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20	2025-11-11 09:15:25.482	2025-11-11 09:15:25.482
52	2	CV Lengkap	t	3500000	36	5468750	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20	2025-11-11 09:15:26.538	2025-11-11 09:15:26.538
53	2	CV Lengkap + PKP	f	4500000	36	7031250	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20	2025-11-11 09:15:27.593	2025-11-11 09:15:27.593
54	2	CV Lengkap + Website Company	t	5000000	36	7812500	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20	2025-11-11 09:15:28.692	2025-11-11 09:15:28.692
55	2	CV Lengkap + PKP + Website	f	6000000	36	9375000	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20	2025-11-11 09:15:29.772	2025-11-11 09:15:29.772
57	10	VIRTUAL OFFICE PREMIUM (SCBD)	f	3999000	30	5712857	https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Virtual%20Office%20nih!%20	2025-11-11 09:15:31.976	2025-11-11 09:15:31.976
