18	{"en": "CV Establishment", "id": "Pendirian CV", "zh": "CV 设立"}	{"en": "Complete CV + PKP", "id": "CV Lengkap + PKP", "zh": "完整 CV + PKP"}	4500000	7031250	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	cv	{"en": "A complete CV package with PKP processing and related tax documents.", "id": "Paket CV lengkap dengan pengurusan PKP dan dokumen pajak terkait.", "zh": "完整 CV 套餐，包含 PKP 办理和相关税务文件。"}	f	pendirian-cv	cv-lengkap-pkp
19	{"en": "CV Establishment", "id": "Pendirian CV", "zh": "CV 设立"}	{"en": "NIB Processing", "id": "Pengurusan NIB (Nomor Induk Berusaha)", "zh": "NIB 办理"}	500000	1000000	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pengurusan%20NIB%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pengurusan%20NIB%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pengurusan%20NIB%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	cv	{"en": "NIB processing for businesses that need a business identification number and OSS access.", "id": "Pengurusan NIB untuk bisnis yang membutuhkan nomor induk berusaha dan akses OSS.", "zh": "适合需要营业识别号和 OSS 访问权限的企业办理 NIB。"}	f	pendirian-cv	nib-cv
20	{"en": "Website Development", "id": "Website Development", "zh": "网站开发"}	{"en": "Starter", "id": "Starter", "zh": "Starter"}	1350000	2129000	{"en": "https://api.whatsapp.com/send?phone=628887127000", "id": "https://api.whatsapp.com/send?phone=628887127000", "zh": "https://api.whatsapp.com/send?phone=628887127000"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	website	{"en": "For SMEs, personal brands, freelancers, professional services, and businesses starting online.", "id": "Untuk UMKM, personal brand, freelancer, jasa profesional, dan bisnis yang baru mulai online.", "zh": "适合中小企业、个人品牌、自由职业者、专业服务和刚开始线上化的业务。"}	f	website-development	website-starter
21	{"en": "Website Development", "id": "Website Development", "zh": "网站开发"}	{"en": "Professional", "id": "Professional", "zh": "Professional"}	3550000	5643000	{"en": "https://api.whatsapp.com/send?phone=628887127000", "id": "https://api.whatsapp.com/send?phone=628887127000", "zh": "https://api.whatsapp.com/send?phone=628887127000"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	website	{"en": "The most popular package for companies that need a professional and trusted company profile website.", "id": "Paket paling populer untuk perusahaan yang membutuhkan website company profile profesional dan terpercaya.", "zh": "最受欢迎的套餐，适合需要专业可信公司简介网站的企业。"}	t	website-development	website-professional
22	{"en": "Website Development", "id": "Website Development", "zh": "网站开发"}	{"en": "Business", "id": "Business", "zh": "Business"}	6950000	9930000	{"en": "https://api.whatsapp.com/send?phone=628887127000", "id": "https://api.whatsapp.com/send?phone=628887127000", "zh": "https://api.whatsapp.com/send?phone=628887127000"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	website	{"en": "For businesses that need independent content management and a website that keeps growing.", "id": "Untuk bisnis yang membutuhkan pengelolaan konten secara mandiri dan website yang terus berkembang.", "zh": "适合需要自主内容管理，并希望网站持续发展的业务。"}	f	website-development	website-business
23	{"en": "Website Development", "id": "Website Development", "zh": "网站开发"}	{"en": "Enterprise", "id": "Enterprise", "zh": "Enterprise"}	0	0	{"en": "https://api.whatsapp.com/send?phone=628887127000", "id": "https://api.whatsapp.com/send?phone=628887127000", "zh": "https://api.whatsapp.com/send?phone=628887127000"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	website	{"en": "For companies that need a digital system with more complex business processes.", "id": "Untuk perusahaan yang membutuhkan sistem digital dengan proses bisnis yang lebih kompleks.", "zh": "适合需要更复杂业务流程数字系统的企业。"}	f	website-development	website-enterprise
1	{"en": "Virtual Office", "id": "Virtual Office", "zh": "虚拟办公室"}	{"en": "Virtual Office Space Lite", "id": "Virtual Office Space Lite", "zh": "虚拟办公室 Lite 套餐"}	1899000	2836000	{"en": "https://api.whatsapp.com/send?phone=628887127000", "id": "https://api.whatsapp.com/send?phone=628887127000", "zh": "https://api.whatsapp.com/send?phone=628887127000"}	t	2026-06-22 10:00:00	2026-06-23 06:17:05.77	virtual-office	{"en": "An affordable virtual office package with a prestigious address and basic meeting room facilities.", "id": "Paket virtual office affordable dengan alamat prestisius dan fasilitas meeting room dasar.", "zh": "实惠的虚拟办公室套餐，含优质地址和基础会议室设施。"}	f	virtual-office	vo-space-lite
2	{"en": "Virtual Office", "id": "Virtual Office", "zh": "虚拟办公室"}	{"en": "Virtual Office Space Core", "id": "Virtual Office Space Core", "zh": "虚拟办公室 Core 套餐"}	2900000	4328000	{"en": "https://api.whatsapp.com/send?phone=628887127000", "id": "https://api.whatsapp.com/send?phone=628887127000", "zh": "https://api.whatsapp.com/send?phone=628887127000"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	virtual-office	{"en": "A virtual office package with a larger meeting room quota for more active operations.", "id": "Paket virtual office dengan kuota meeting room lebih besar untuk kebutuhan operasional yang lebih aktif.", "zh": "会议室额度更大的虚拟办公室套餐，适合更活跃的运营需求。"}	t	virtual-office	vo-space-core
3	{"en": "Virtual Office", "id": "Virtual Office", "zh": "虚拟办公室"}	{"en": "Small Meeting Room", "id": "Ruang Meeting Kecil", "zh": "小型会议室"}	149000	222000	{"en": "https://api.whatsapp.com/send?phone=628887127000", "id": "https://api.whatsapp.com/send?phone=628887127000", "zh": "https://api.whatsapp.com/send?phone=628887127000"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	meeting-room	{"en": "A small meeting room package for team discussions, consultations, and private meetings.", "id": "Paket ruang meeting kecil untuk diskusi tim, konsultasi, dan meeting privat.", "zh": "适合团队讨论、咨询和私人会议的小型会议室套餐。"}	f	virtual-office	meeting-room-small
4	{"en": "Virtual Office", "id": "Virtual Office", "zh": "虚拟办公室"}	{"en": "Large Meeting Room", "id": "Ruang Meeting Besar", "zh": "大型会议室"}	229000	342000	{"en": "https://api.whatsapp.com/send?phone=628887127000", "id": "https://api.whatsapp.com/send?phone=628887127000", "zh": "https://api.whatsapp.com/send?phone=628887127000"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	meeting-room	{"en": "A large meeting room package for client presentations, workshops, training, and formal meetings.", "id": "Paket ruang meeting besar untuk presentasi klien, workshop, training, dan meeting formal.", "zh": "适合客户演示、工作坊、培训和正式会议的大型会议室套餐。"}	t	virtual-office	meeting-room-large
